time,origin_zone,dest_zone,counts
72000,1,0,"[1, 1, 2, 2, 0, 6, 4]"
10800,1,2,"[1, 1, 0, 0, 0, 0, 0]"
11400,1,1,"[2, 0, 1, 0, 0, 0, 3]"
61200,0,1,"[1, 0, 0, 0, 0, 2, 1]"
15600,0,1,"[1, 0, 0, 0, 0, 1, 0]"
62400,2,2,"[1, 2, 0, 1, 0, 2, 3]"
73200,1,0,"[1, 2, 0, 1, 2, 3, 2]"
60000,2,2,"[1, 0, 0, 0, 0, 1, 0]"
60000,0,0,"[1, 0, 0, 1, 0, 1, 1]"
7200,2,2,"[1, 0, 0, 0, 1, 0, 0]"
57600,0,0,"[1, 2, 1, 0, 1, 1, 0]"
67200,0,1,"[1, 2, 1, 1, 1, 1, 2]"
85200,1,1,"[1, 1, 0, 3, 1, 5, 3]"
30000,2,1,"[1, 0, 0, 0, 0, 0, 0]"
83400,2,2,"[1, 0, 0, 0, 1, 0, 1]"
14400,1,1,"[1, 1, 0, 0, 1, 0, 0]"
51000,0,0,"[1, 1, 1, 0, 2, 1, 0]"
77400,0,0,"[1, 3, 1, 2, 1, 1, 1]"
65400,0,1,"[0, 1, 1, 1, 0, 1, 3]"
71400,0,0,"[0, 1, 0, 3, 3, 1, 1]"
73800,0,1,"[0, 1, 0, 1, 1, 1, 1]"
78000,1,1,"[0, 2, 4, 5, 2, 1, 3]"
32400,0,1,"[0, 1, 0, 2, 0, 0, 0]"
31800,1,1,"[0, 4, 7, 1, 6, 5, 0]"
33600,1,1,"[0, 6, 4, 1, 4, 3, 2]"
53400,0,1,"[0, 1, 0, 2, 2, 4, 2]"
28200,3,2,"[0, 1, 0, 1, 0, 0, 0]"
72600,2,2,"[0, 2, 0, 1, 0, 0, 1]"
54600,2,2,"[0, 1, 1, 2, 1, 0, 0]"
79800,1,0,"[0, 2, 4, 2, 0, 2, 3]"
67800,1,0,"[0, 1, 1, 3, 0, 3, 2]"
66000,0,0,"[0, 1, 2, 2, 0, 2, 1]"
71400,1,0,"[0, 4, 2, 2, 1, 4, 3]"
13800,1,1,"[0, 1, 0, 1, 3, 0, 0]"
82200,0,1,"[0, 2, 0, 0, 2, 2, 0]"
1200,1,2,"[0, 1, 0, 0, 0, 0, 0]"
78600,0,1,"[0, 1, 1, 3, 0, 1, 5]"
42000,0,0,"[0, 2, 0, 0, 0, 0, 1]"
80400,2,3,"[0, 1, 2, 1, 0, 0, 0]"
31200,1,1,"[0, 3, 4, 5, 3, 8, 4]"
28800,0,1,"[0, 1, 0, 0, 1, 0, 1]"
70200,1,1,"[0, 5, 4, 4, 1, 2, 1]"
39000,3,3,"[0, 1, 0, 0, 0, 0, 0]"
72000,2,2,"[0, 1, 1, 0, 1, 0, 1]"
30000,1,1,"[0, 2, 4, 2, 3, 2, 1]"
40200,0,0,"[0, 1, 1, 1, 3, 2, 1]"
72600,1,0,"[0, 2, 0, 1, 3, 2, 3]"
73200,0,0,"[0, 2, 1, 1, 0, 0, 1]"
29400,0,0,"[0, 3, 1, 1, 2, 0, 0]"
28200,1,1,"[0, 4, 2, 3, 1, 3, 0]"
83400,1,1,"[0, 3, 3, 2, 5, 1, 5]"
55200,0,1,"[0, 1, 2, 1, 0, 1, 0]"
24600,1,0,"[0, 1, 3, 0, 1, 2, 0]"
0,1,2,"[0, 2, 0, 0, 0, 0, 0]"
61200,1,1,"[0, 7, 2, 7, 1, 1, 4]"
66000,2,2,"[0, 1, 2, 4, 1, 2, 0]"
85200,0,1,"[0, 2, 0, 1, 1, 2, 2]"
68400,1,1,"[0, 8, 4, 4, 2, 5, 9]"
57000,2,2,"[0, 2, 0, 0, 1, 1, 1]"
71400,0,1,"[0, 1, 1, 1, 1, 1, 3]"
43200,2,2,"[0, 1, 0, 0, 2, 0, 1]"
49800,2,2,"[0, 2, 0, 0, 1, 0, 0]"
81600,1,1,"[0, 6, 2, 2, 2, 2, 7]"
21000,1,1,"[0, 1, 0, 2, 0, 1, 0]"
64800,2,2,"[0, 1, 2, 0, 0, 4, 2]"
25800,2,2,"[0, 1, 2, 2, 1, 1, 3]"
79200,1,0,"[0, 1, 3, 1, 0, 2, 2]"
69600,0,0,"[0, 2, 2, 2, 0, 1, 1]"
32400,2,1,"[0, 1, 0, 0, 0, 0, 0]"
26400,0,1,"[0, 1, 0, 1, 3, 0, 0]"
52800,1,1,"[0, 4, 1, 2, 4, 2, 0]"
40200,1,0,"[0, 1, 0, 2, 1, 0, 2]"
39000,0,0,"[0, 1, 1, 2, 2, 0, 1]"
26400,0,0,"[0, 1, 1, 1, 1, 0, 0]"
62400,1,1,"[0, 4, 5, 2, 0, 3, 5]"
78600,2,3,"[0, 1, 0, 0, 0, 0, 0]"
22200,1,0,"[0, 1, 0, 0, 0, 0, 1]"
28800,1,0,"[0, 1, 0, 1, 2, 1, 0]"
57000,1,2,"[0, 1, 0, 0, 0, 0, 0]"
60600,2,2,"[0, 1, 0, 2, 0, 2, 2]"
40200,1,1,"[0, 2, 3, 5, 4, 2, 3]"
55800,1,0,"[0, 2, 3, 2, 1, 4, 0]"
84000,0,0,"[0, 1, 0, 4, 2, 1, 2]"
34800,0,0,"[0, 2, 4, 1, 2, 1, 1]"
1800,1,3,"[0, 1, 0, 0, 0, 0, 0]"
1200,2,3,"[0, 1, 0, 0, 0, 1, 0]"
25800,0,1,"[0, 1, 0, 0, 2, 0, 0]"
20400,0,1,"[0, 1, 0, 0, 0, 0, 0]"
59400,0,1,"[0, 1, 1, 0, 0, 1, 0]"
34800,1,0,"[0, 1, 1, 1, 0, 2, 0]"
52800,0,0,"[0, 2, 0, 2, 0, 0, 0]"
66000,0,1,"[0, 1, 0, 0, 0, 2, 2]"
38400,0,0,"[0, 2, 0, 0, 0, 2, 0]"
57000,2,0,"[0, 1, 0, 0, 0, 0, 0]"
40200,0,1,"[0, 1, 1, 1, 2, 1, 1]"
59400,0,0,"[0, 1, 2, 1, 1, 0, 2]"
30000,2,2,"[0, 2, 0, 3, 1, 4, 1]"
48600,0,1,"[0, 1, 0, 0, 1, 0, 0]"
57600,1,0,"[0, 3, 0, 0, 0, 1, 1]"
21600,1,1,"[0, 3, 0, 1, 0, 0, 0]"
31200,1,0,"[0, 1, 1, 3, 1, 0, 0]"
28800,2,2,"[0, 1, 3, 2, 1, 3, 0]"
79800,0,1,"[0, 1, 0, 3, 1, 4, 2]"
30600,1,1,"[0, 2, 1, 6, 6, 4, 0]"
43800,2,2,"[0, 1, 0, 0, 1, 0, 0]"
50400,0,1,"[0, 1, 2, 0, 0, 0, 2]"
31200,0,0,"[0, 2, 2, 0, 0, 1, 1]"
36600,0,1,"[0, 1, 0, 1, 1, 1, 1]"
81000,2,3,"[0, 1, 0, 0, 0, 0, 0]"
29400,2,0,"[0, 1, 0, 0, 0, 1, 0]"
63600,0,0,"[0, 2, 0, 1, 1, 0, 1]"
24000,2,2,"[0, 1, 0, 0, 0, 0, 1]"
69000,1,0,"[0, 2, 3, 1, 0, 3, 2]"
78000,0,1,"[0, 1, 1, 3, 0, 2, 3]"
83400,0,0,"[0, 1, 0, 2, 2, 3, 6]"
85200,1,2,"[0, 1, 0, 0, 0, 0, 0]"
79200,2,3,"[0, 1, 0, 1, 0, 0, 0]"
1200,2,2,"[0, 2, 1, 0, 1, 1, 0]"
60600,1,0,"[0, 1, 0, 0, 1, 2, 1]"
50400,0,0,"[0, 2, 0, 0, 1, 0, 3]"
25200,2,3,"[0, 2, 0, 0, 0, 0, 0]"
23400,1,1,"[0, 1, 0, 0, 2, 0, 0]"
11400,0,3,"[0, 1, 0, 0, 0, 0, 0]"
46200,1,0,"[0, 2, 2, 3, 1, 1, 1]"
24000,1,0,"[0, 1, 1, 1, 1, 1, 0]"
34200,1,0,"[0, 2, 1, 1, 0, 0, 1]"
32400,0,0,"[0, 2, 0, 0, 2, 0, 0]"
29400,2,2,"[0, 1, 4, 3, 2, 2, 0]"
3000,1,2,"[0, 1, 0, 1, 0, 1, 3]"
36600,1,0,"[0, 1, 0, 0, 0, 0, 2]"
85200,0,0,"[0, 2, 0, 1, 0, 1, 2]"
79800,3,0,"[0, 1, 0, 0, 0, 0, 0]"
64800,0,1,"[0, 1, 1, 1, 0, 1, 0]"
35400,2,2,"[0, 1, 1, 0, 1, 1, 1]"
28200,0,1,"[0, 1, 3, 1, 1, 1, 2]"
600,1,2,"[0, 1, 0, 0, 0, 0, 1]"
22200,1,2,"[0, 1, 0, 0, 0, 0, 0]"
84600,1,2,"[0, 1, 0, 0, 0, 0, 0]"
55800,0,1,"[0, 1, 4, 1, 0, 1, 1]"
39600,0,1,"[0, 1, 1, 1, 3, 0, 3]"
76800,0,0,"[0, 1, 0, 3, 2, 2, 1]"
27000,2,1,"[0, 1, 0, 0, 0, 0, 0]"
80400,1,2,"[0, 1, 0, 1, 0, 1, 0]"
26400,2,2,"[0, 1, 1, 0, 1, 2, 0]"
25200,1,1,"[0, 1, 2, 2, 0, 3, 1]"
58800,1,0,"[0, 1, 0, 0, 0, 1, 1]"
37200,1,0,"[0, 1, 0, 0, 2, 0, 1]"
40800,2,3,"[0, 1, 0, 0, 0, 0, 0]"
42600,0,0,"[0, 1, 0, 0, 0, 1, 1]"
48000,1,2,"[0, 1, 0, 1, 0, 0, 0]"
24000,0,0,"[0, 1, 0, 1, 0, 0, 1]"
44400,1,3,"[0, 1, 0, 0, 0, 0, 0]"
79800,1,1,"[0, 3, 7, 3, 3, 4, 5]"
52200,2,2,"[0, 1, 1, 0, 0, 0, 1]"
43200,2,3,"[0, 1, 0, 0, 0, 0, 0]"
19200,0,0,"[0, 1, 0, 1, 1, 0, 0]"
37200,0,0,"[0, 1, 0, 1, 1, 1, 1]"
70200,0,0,"[0, 1, 2, 3, 0, 1, 1]"
24600,1,1,"[0, 1, 1, 3, 1, 0, 0]"
42600,1,0,"[0, 1, 0, 0, 0, 0, 2]"
54000,0,0,"[0, 1, 1, 0, 0, 1, 1]"
16800,1,1,"[0, 1, 0, 0, 0, 1, 0]"
76200,2,3,"[0, 1, 0, 1, 0, 0, 0]"
44400,0,0,"[0, 1, 0, 0, 0, 0, 2]"
80400,2,2,"[0, 1, 0, 0, 0, 1, 0]"
30600,0,1,"[0, 1, 2, 0, 2, 0, 0]"
28800,1,2,"[0, 1, 1, 0, 0, 0, 0]"
83400,1,3,"[0, 1, 0, 0, 0, 0, 0]"
57600,3,3,"[0, 1, 0, 0, 0, 0, 0]"
9000,0,0,"[0, 1, 0, 0, 0, 0, 3]"
73200,1,2,"[0, 1, 0, 0, 0, 0, 0]"
26400,3,3,"[0, 1, 0, 0, 0, 0, 0]"
82800,2,2,"[0, 1, 0, 0, 1, 1, 1]"
44400,2,3,"[0, 1, 0, 0, 1, 0, 1]"
75000,0,2,"[0, 1, 0, 1, 0, 0, 0]"
83400,0,1,"[0, 1, 0, 2, 0, 2, 1]"
16800,0,0,"[0, 1, 0, 0, 0, 0, 0]"
27600,1,1,"[0, 1, 1, 2, 2, 3, 0]"
28800,1,1,"[0, 1, 1, 2, 3, 2, 0]"
45600,1,0,"[0, 1, 2, 0, 0, 0, 0]"
9000,2,3,"[0, 1, 0, 0, 0, 0, 0]"
82200,0,3,"[0, 1, 0, 0, 0, 0, 0]"
82800,1,0,"[0, 1, 2, 4, 1, 3, 2]"
6000,2,3,"[0, 1, 0, 0, 0, 0, 0]"
52800,3,2,"[0, 0, 1, 0, 0, 0, 0]"
76200,0,0,"[0, 0, 3, 1, 1, 2, 0]"
69000,1,2,"[0, 0, 1, 0, 0, 1, 0]"
28200,2,2,"[0, 0, 2, 0, 5, 2, 0]"
23400,0,0,"[0, 0, 1, 1, 0, 0, 0]"
74400,1,3,"[0, 0, 1, 0, 0, 0, 0]"
37800,1,3,"[0, 0, 1, 0, 0, 0, 0]"
72600,0,0,"[0, 0, 2, 1, 2, 1, 3]"
27000,1,0,"[0, 0, 4, 1, 2, 0, 0]"
24000,1,1,"[0, 0, 2, 0, 0, 1, 0]"
26400,1,2,"[0, 0, 1, 0, 0, 1, 0]"
33600,0,0,"[0, 0, 3, 0, 3, 1, 0]"
30000,0,0,"[0, 0, 1, 0, 0, 0, 0]"
85800,1,2,"[0, 0, 1, 0, 0, 0, 0]"
85800,2,2,"[0, 0, 1, 1, 0, 0, 1]"
24000,0,1,"[0, 0, 1, 1, 0, 1, 0]"
25200,2,2,"[0, 0, 1, 1, 0, 0, 1]"
75000,3,2,"[0, 0, 1, 0, 0, 0, 0]"
79800,1,3,"[0, 0, 2, 0, 0, 0, 0]"
30600,2,1,"[0, 0, 1, 0, 0, 0, 0]"
84000,1,2,"[0, 0, 1, 0, 0, 0, 0]"
79200,2,2,"[0, 0, 1, 1, 0, 2, 0]"
31800,0,0,"[0, 0, 2, 0, 1, 2, 0]"
25200,3,1,"[0, 0, 1, 0, 0, 0, 0]"
0,1,1,"[0, 0, 1, 0, 1, 0, 2]"
27600,2,2,"[0, 0, 2, 1, 2, 0, 0]"
54000,2,0,"[0, 0, 1, 0, 0, 0, 0]"
2400,2,2,"[0, 0, 1, 2, 0, 2, 0]"
25800,1,1,"[0, 0, 5, 1, 0, 2, 0]"
7800,1,0,"[0, 0, 1, 0, 0, 0, 4]"
55200,2,3,"[0, 0, 1, 0, 0, 0, 0]"
63000,3,3,"[0, 0, 1, 0, 0, 0, 0]"
45000,1,3,"[0, 0, 1, 0, 0, 0, 0]"
34200,1,1,"[0, 0, 1, 3, 4, 7, 2]"
45000,0,1,"[0, 0, 1, 2, 1, 1, 1]"
33000,2,3,"[0, 0, 2, 0, 0, 0, 0]"
85200,0,2,"[0, 0, 1, 0, 0, 0, 0]"
60600,2,0,"[0, 0, 1, 0, 0, 0, 0]"
60600,2,1,"[0, 0, 1, 0, 0, 0, 0]"
31200,3,3,"[0, 0, 1, 0, 0, 0, 0]"
33000,3,3,"[0, 0, 1, 1, 0, 0, 0]"
36000,0,0,"[0, 0, 1, 0, 0, 0, 2]"
1800,0,3,"[0, 0, 1, 0, 0, 0, 0]"
53400,2,2,"[0, 0, 1, 2, 1, 1, 0]"
8400,0,1,"[0, 0, 1, 0, 1, 0, 1]"
65400,1,0,"[0, 0, 3, 2, 0, 4, 2]"
40800,0,0,"[0, 0, 2, 0, 1, 0, 1]"
36600,2,2,"[0, 0, 1, 1, 0, 1, 0]"
21000,2,2,"[0, 0, 1, 0, 0, 0, 0]"
63000,2,3,"[0, 0, 1, 0, 0, 0, 0]"
28800,2,3,"[0, 0, 1, 0, 0, 0, 0]"
72600,0,1,"[0, 0, 1, 1, 0, 5, 0]"
21600,0,1,"[0, 0, 1, 0, 0, 0, 0]"
47400,3,2,"[0, 0, 1, 0, 0, 0, 1]"
51000,2,2,"[0, 0, 1, 2, 0, 0, 1]"
71400,2,2,"[0, 0, 1, 2, 0, 2, 2]"
45600,2,0,"[0, 0, 1, 0, 0, 0, 0]"
39600,3,3,"[0, 0, 1, 0, 0, 0, 0]"
81600,2,3,"[0, 0, 2, 0, 0, 0, 0]"
33000,0,0,"[0, 0, 1, 0, 1, 4, 0]"
75600,2,1,"[0, 0, 1, 0, 1, 0, 0]"
80400,0,0,"[0, 0, 1, 0, 2, 3, 2]"
34200,1,3,"[0, 0, 1, 0, 0, 0, 0]"
7200,1,3,"[0, 0, 1, 0, 0, 0, 0]"
52800,1,0,"[0, 0, 2, 0, 1, 0, 1]"
51600,2,2,"[0, 0, 1, 0, 2, 0, 0]"
27000,0,0,"[0, 0, 1, 1, 0, 0, 0]"
44400,2,1,"[0, 0, 1, 0, 0, 0, 0]"
37800,3,2,"[0, 0, 1, 0, 0, 0, 0]"
33000,3,1,"[0, 0, 1, 0, 0, 0, 0]"
30000,1,0,"[0, 0, 2, 1, 0, 0, 0]"
34200,2,2,"[0, 0, 3, 1, 1, 2, 0]"
22200,0,1,"[0, 0, 1, 1, 1, 0, 0]"
51600,3,3,"[0, 0, 1, 0, 0, 0, 0]"
58200,0,1,"[0, 0, 1, 0, 0, 0, 0]"
21600,2,2,"[0, 0, 1, 0, 0, 0, 1]"
31800,0,1,"[0, 0, 1, 2, 1, 0, 0]"
61800,1,0,"[0, 0, 1, 0, 0, 2, 1]"
69600,3,3,"[0, 0, 1, 0, 0, 0, 0]"
77400,1,2,"[0, 0, 1, 0, 0, 0, 0]"
56400,0,0,"[0, 0, 1, 0, 0, 0, 2]"
52800,2,2,"[0, 0, 1, 1, 3, 1, 1]"
29400,3,3,"[0, 0, 1, 0, 0, 0, 0]"
30000,0,2,"[0, 0, 1, 0, 0, 0, 0]"
81600,1,2,"[0, 0, 2, 0, 0, 3, 0]"
80400,1,0,"[0, 0, 1, 3, 0, 3, 4]"
76800,2,2,"[0, 0, 1, 1, 1, 1, 1]"
61200,0,0,"[0, 0, 2, 0, 0, 1, 0]"
54600,0,1,"[0, 0, 1, 2, 0, 0, 1]"
30000,0,1,"[0, 0, 1, 0, 2, 1, 2]"
7800,2,2,"[0, 0, 1, 0, 0, 0, 0]"
30600,1,0,"[0, 0, 2, 0, 2, 2, 0]"
12600,2,2,"[0, 0, 2, 0, 1, 0, 0]"
25200,0,0,"[0, 0, 1, 0, 0, 1, 0]"
33600,1,0,"[0, 0, 1, 1, 2, 0, 0]"
39600,0,0,"[0, 0, 1, 1, 0, 1, 0]"
81600,0,0,"[0, 0, 1, 1, 0, 1, 1]"
22800,0,1,"[0, 0, 1, 1, 0, 0, 0]"
79800,2,2,"[0, 0, 1, 0, 0, 0, 1]"
25200,0,1,"[0, 0, 1, 0, 0, 1, 0]"
78000,2,3,"[0, 0, 1, 0, 0, 0, 0]"
22200,0,0,"[0, 0, 1, 0, 0, 0, 0]"
3600,2,2,"[0, 0, 1, 0, 0, 1, 1]"
49200,0,0,"[0, 0, 1, 2, 0, 1, 0]"
84000,2,3,"[0, 0, 1, 0, 0, 0, 0]"
81600,0,1,"[0, 0, 1, 1, 0, 2, 2]"
27600,0,0,"[0, 0, 1, 0, 1, 1, 0]"
54000,2,2,"[0, 0, 1, 0, 1, 0, 1]"
19800,2,2,"[0, 0, 1, 0, 0, 0, 0]"
83400,1,2,"[0, 0, 1, 0, 0, 1, 0]"
33600,0,1,"[0, 0, 1, 2, 0, 0, 0]"
30600,0,0,"[0, 0, 1, 0, 0, 1, 0]"
76800,0,2,"[0, 0, 1, 0, 0, 0, 0]"
29400,1,0,"[0, 0, 1, 2, 1, 2, 0]"
64800,0,2,"[0, 0, 1, 0, 0, 0, 0]"
69600,1,2,"[0, 0, 0, 1, 0, 0, 2]"
35400,1,3,"[0, 0, 0, 1, 0, 0, 0]"
69600,2,2,"[0, 0, 0, 2, 0, 0, 2]"
83400,2,3,"[0, 0, 0, 2, 0, 0, 0]"
39000,1,0,"[0, 0, 0, 2, 1, 1, 3]"
24600,0,0,"[0, 0, 0, 1, 2, 1, 1]"
22800,1,1,"[0, 0, 0, 2, 1, 0, 1]"
84600,2,2,"[0, 0, 0, 1, 0, 0, 0]"
84600,1,0,"[0, 0, 0, 3, 2, 0, 6]"
73800,1,2,"[0, 0, 0, 2, 1, 0, 0]"
58800,1,2,"[0, 0, 0, 1, 0, 0, 0]"
69000,3,2,"[0, 0, 0, 1, 0, 0, 0]"
9600,1,0,"[0, 0, 0, 1, 0, 0, 2]"
45600,0,0,"[0, 0, 0, 4, 2, 1, 0]"
67800,1,2,"[0, 0, 0, 1, 0, 1, 0]"
49200,2,3,"[0, 0, 0, 1, 0, 0, 0]"
37800,0,1,"[0, 0, 0, 2, 3, 0, 1]"
61800,0,1,"[0, 0, 0, 2, 0, 2, 2]"
13800,0,0,"[0, 0, 0, 2, 1, 1, 3]"
15600,1,2,"[0, 0, 0, 1, 0, 0, 2]"
34200,0,1,"[0, 0, 0, 2, 1, 1, 0]"
64200,2,2,"[0, 0, 0, 3, 0, 2, 0]"
37800,1,0,"[0, 0, 0, 2, 1, 0, 0]"
40200,1,3,"[0, 0, 0, 1, 0, 0, 0]"
26400,3,2,"[0, 0, 0, 1, 0, 0, 0]"
10200,0,0,"[0, 0, 0, 1, 0, 0, 1]"
84000,1,1,"[0, 0, 0, 4, 3, 7, 4]"
43800,0,0,"[0, 0, 0, 1, 0, 0, 2]"
31800,3,2,"[0, 0, 0, 1, 0, 0, 1]"
72000,0,0,"[0, 0, 0, 1, 1, 3, 1]"
28800,0,0,"[0, 0, 0, 3, 1, 2, 0]"
37200,0,1,"[0, 0, 0, 1, 2, 0, 0]"
44400,0,1,"[0, 0, 0, 1, 1, 2, 5]"
61200,2,2,"[0, 0, 0, 1, 0, 0, 4]"
9600,2,2,"[0, 0, 0, 1, 0, 0, 0]"
20400,0,0,"[0, 0, 0, 1, 0, 0, 0]"
4800,2,3,"[0, 0, 0, 1, 0, 0, 0]"
66600,1,2,"[0, 0, 0, 1, 0, 1, 0]"
70200,0,2,"[0, 0, 0, 1, 0, 0, 0]"
52800,0,1,"[0, 0, 0, 1, 1, 0, 1]"
84600,2,3,"[0, 0, 0, 1, 0, 0, 0]"
60600,1,2,"[0, 0, 0, 1, 0, 0, 0]"
43200,0,0,"[0, 0, 0, 2, 1, 1, 1]"
63600,0,1,"[0, 0, 0, 3, 0, 2, 1]"
19800,0,0,"[0, 0, 0, 1, 0, 0, 0]"
40200,2,2,"[0, 0, 0, 1, 0, 3, 1]"
45600,2,3,"[0, 0, 0, 1, 1, 0, 0]"
65400,3,3,"[0, 0, 0, 1, 0, 0, 0]"
79200,1,2,"[0, 0, 0, 1, 0, 0, 0]"
21000,1,0,"[0, 0, 0, 1, 1, 0, 0]"
19200,0,1,"[0, 0, 0, 1, 0, 0, 0]"
63600,1,2,"[0, 0, 0, 1, 0, 0, 0]"
31800,3,3,"[0, 0, 0, 1, 0, 0, 0]"
84600,0,1,"[0, 0, 0, 1, 1, 3, 5]"
4200,2,2,"[0, 0, 0, 1, 0, 0, 1]"
79800,3,2,"[0, 0, 0, 1, 0, 0, 0]"
63600,2,1,"[0, 0, 0, 1, 0, 0, 0]"
79200,1,3,"[0, 0, 0, 1, 0, 1, 0]"
49200,1,2,"[0, 0, 0, 1, 0, 0, 0]"
37800,2,0,"[0, 0, 0, 1, 0, 0, 0]"
65400,2,3,"[0, 0, 0, 1, 0, 0, 0]"
0,3,2,"[0, 0, 0, 1, 0, 0, 0]"
76200,2,2,"[0, 0, 0, 1, 0, 0, 0]"
62400,0,2,"[0, 0, 0, 2, 0, 0, 0]"
21000,0,0,"[0, 0, 0, 1, 0, 0, 0]"
38400,0,2,"[0, 0, 0, 1, 0, 1, 0]"
73200,0,1,"[0, 0, 0, 1, 1, 4, 0]"
76200,1,3,"[0, 0, 0, 1, 0, 0, 0]"
29400,0,2,"[0, 0, 0, 1, 0, 0, 0]"
18000,2,2,"[0, 0, 0, 1, 0, 0, 0]"
67200,1,3,"[0, 0, 0, 1, 0, 0, 0]"
23400,1,0,"[0, 0, 0, 2, 1, 0, 0]"
85800,0,0,"[0, 0, 0, 1, 0, 1, 1]"
58800,2,3,"[0, 0, 0, 1, 0, 0, 0]"
7200,2,0,"[0, 0, 0, 1, 0, 0, 0]"
70800,2,2,"[0, 0, 0, 1, 1, 1, 2]"
73800,1,3,"[0, 0, 0, 1, 0, 0, 0]"
25200,1,0,"[0, 0, 0, 1, 0, 1, 0]"
5400,2,2,"[0, 0, 0, 1, 0, 2, 0]"
58800,0,0,"[0, 0, 0, 1, 0, 1, 1]"
82200,1,3,"[0, 0, 0, 1, 0, 0, 0]"
81000,3,2,"[0, 0, 0, 0, 1, 0, 0]"
3600,3,2,"[0, 0, 0, 0, 1, 0, 0]"
4800,0,2,"[0, 0, 0, 0, 1, 0, 0]"
18000,1,1,"[0, 0, 0, 0, 1, 0, 0]"
84600,3,2,"[0, 0, 0, 0, 1, 0, 0]"
64200,3,2,"[0, 0, 0, 0, 1, 0, 0]"
16200,2,3,"[0, 0, 0, 0, 1, 0, 0]"
28800,2,0,"[0, 0, 0, 0, 2, 0, 0]"
43800,1,0,"[0, 0, 0, 0, 1, 1, 2]"
10800,2,2,"[0, 0, 0, 0, 1, 0, 0]"
84600,1,1,"[0, 0, 0, 0, 4, 4, 6]"
3600,0,2,"[0, 0, 0, 0, 1, 0, 0]"
25800,1,0,"[0, 0, 0, 0, 1, 0, 0]"
16200,0,1,"[0, 0, 0, 0, 2, 0, 0]"
27600,0,1,"[0, 0, 0, 0, 2, 1, 0]"
27600,2,0,"[0, 0, 0, 0, 1, 0, 0]"
78600,1,2,"[0, 0, 0, 0, 1, 0, 0]"
15000,1,2,"[0, 0, 0, 0, 1, 0, 2]"
36600,2,3,"[0, 0, 0, 0, 1, 0, 0]"
29400,2,1,"[0, 0, 0, 0, 1, 0, 0]"
42600,3,3,"[0, 0, 0, 0, 1, 0, 0]"
28800,3,2,"[0, 0, 0, 0, 1, 1, 0]"
14400,0,2,"[0, 0, 0, 0, 1, 1, 0]"
37800,2,3,"[0, 0, 0, 0, 1, 0, 0]"
42000,3,2,"[0, 0, 0, 0, 1, 0, 0]"
82800,0,2,"[0, 0, 0, 0, 1, 0, 0]"
40200,3,2,"[0, 0, 0, 0, 1, 0, 0]"
49800,3,1,"[0, 0, 0, 0, 1, 0, 0]"
12000,2,2,"[0, 0, 0, 0, 1, 0, 0]"
4800,2,2,"[0, 0, 0, 0, 1, 1, 0]"
74400,2,1,"[0, 0, 0, 0, 1, 0, 0]"
26400,0,2,"[0, 0, 0, 0, 1, 0, 0]"
28200,2,3,"[0, 0, 0, 0, 1, 0, 1]"
28200,2,1,"[0, 0, 0, 0, 1, 0, 0]"
25200,3,3,"[0, 0, 0, 0, 1, 0, 0]"
85200,2,2,"[0, 0, 0, 0, 1, 0, 0]"
28200,0,2,"[0, 0, 0, 0, 1, 0, 0]"
29400,3,2,"[0, 0, 0, 0, 1, 0, 0]"
48600,0,0,"[0, 0, 0, 0, 1, 1, 1]"
9000,2,2,"[0, 0, 0, 0, 0, 1, 0]"
3600,0,3,"[0, 0, 0, 0, 0, 2, 0]"
7200,3,2,"[0, 0, 0, 0, 0, 1, 0]"
21000,0,1,"[0, 0, 0, 0, 0, 1, 0]"
73800,0,2,"[0, 0, 0, 0, 0, 1, 0]"
78600,2,2,"[0, 0, 0, 0, 0, 3, 1]"
56400,2,1,"[0, 0, 0, 0, 0, 1, 0]"
63000,2,1,"[0, 0, 0, 0, 0, 1, 0]"
77400,2,2,"[0, 0, 0, 0, 0, 1, 1]"
82200,2,1,"[0, 0, 0, 0, 0, 1, 0]"
7800,1,3,"[0, 0, 0, 0, 0, 1, 0]"
0,2,3,"[0, 0, 0, 0, 0, 1, 0]"
25800,0,0,"[0, 0, 0, 0, 0, 1, 0]"
29400,2,3,"[0, 0, 0, 0, 0, 1, 0]"
7800,2,3,"[0, 0, 0, 0, 0, 1, 0]"
79800,2,3,"[0, 0, 0, 0, 0, 1, 0]"
9000,1,0,"[0, 0, 0, 0, 0, 1, 1]"
64800,2,0,"[0, 0, 0, 0, 0, 1, 0]"
6000,2,2,"[0, 0, 0, 0, 0, 1, 1]"
51000,2,3,"[0, 0, 0, 0, 0, 1, 0]"
81000,1,3,"[0, 0, 0, 0, 0, 1, 0]"
19200,1,1,"[0, 0, 0, 0, 0, 1, 0]"
27000,2,3,"[0, 0, 0, 0, 0, 1, 0]"
12600,0,0,"[0, 0, 0, 0, 0, 1, 5]"
46200,1,2,"[0, 0, 0, 0, 0, 1, 0]"
80400,0,3,"[0, 0, 0, 0, 0, 1, 0]"
85800,0,2,"[0, 0, 0, 0, 0, 1, 0]"
84600,0,2,"[0, 0, 0, 0, 0, 1, 0]"
40800,2,2,"[0, 0, 0, 0, 0, 2, 0]"
66000,2,3,"[0, 0, 0, 0, 0, 1, 0]"
81600,2,2,"[0, 0, 0, 0, 0, 1, 1]"
58200,0,2,"[0, 0, 0, 0, 0, 1, 0]"
